107,144
25,154
20,60
74,129
137,36
124,177
126,121
77,176
33,34
21,129
20,101
39,160
18,87
184,95
110,158
155,126
40,65
138,192
113,87
148,173
55,59
137,91
153,106
154,155
52,79
185,184
33,52
176,164
69,64
190,63
141,102
193,146
166,59
179,144
153,67
128,59
185,90
155,76
100,69
11,167
107,137
168,150
168,103
168,137
130,144
95,63
165,70
119,26
70,91
48,107
88,77
174,77
157,88
29,129
122,158
122,48
179,180
156,82
103,42
179,151
27,64
185,73
39,99
174,176
144,194
137,145
48,61
74,190
107,53
132,110
30,88
166,186
197,97
197,103
187,67
162,80
169,81
145,134
123,170
167,173
33,166
159,137
78,196
65,40
76,30
150,57
152,111
50,183
54,122
68,161
166,180
136,129
71,53
177,187
144,145
40,42
158,36
63,173
159,45
139,124
152,52
151,47
45,143
142,169
151,144
56,50
54,133
79,84
155,149
62,111
141,150
151,36
54,66
34,61
115,154
20,158
55,104
20,112
110,40
157,142
111,70
132,27
135,169
99,86
151,160
58,85
103,79
158,116
138,115
38,111
94,82
31,40
59,91
109,100
109,151
69,112
105,89
64,82
116,97
147,124
9,93
72,79
84,174
4,81
44,113
45,29
44,88
76,170
68,132
45,157
81,159
73,156
46,164
139,29
131,33
33,158
54,166
53,160
55,172
62,122
66,117
9,150
42,127
87,135
86,142
18,74
19,53
21,172
6,128
108,107
83,107
131,188
87,148
9,121
6,115
132,87
25,77
82,95
114,81
131,133
20,178
79,145
176,122
125,89
170,53
17,47
117,175
23,142
136,98
19,66
130,93
19,120
14,127
66,139
12,170
38,139
139,85
124,95
7,135
166,48
127,83
18,81
197,164
106,117
62,34
80,132
112,119
191,153
177,83
184,108
85,128
168,125
178,117
39,77
123,73
175,94
161,153
103,109
86,114
17,39
120,85
196,158
86,122
130,127
25,36
116,113
146,179
119,139
141,79
75,108
164,119
11,71
110,113
137,186
179,104
136,75
121,102
149,78
131,70
168,131
23,134
38,92
62,63
35,179
175,128
80,152
143,74
122,144
80,61
118,120
178,111
192,133
60,55
28,181
176,64
83,191
145,68
66,58
129,162
115,106
121,61
81,118
79,124
193,127
121,126
145,113
25,70
122,164
131,194
127,106
25,97
116,56
79,139
156,189
73,143
172,59
124,133
134,81
86,186
18,33
44,82
128,168
57,178
54,192
24,84
115,147
146,84
137,69
60,44
66,154
186,178
74,97
182,120
5,168
64,180
33,74
119,182
58,186
179,73
52,90
183,189
162,170
50,35
128,155
129,100
133,63
174,135
172,154
194,58
174,101
194,67
19,165
72,181
190,96
119,67
192,140
183,114
11,85
32,46
181,126
135,47
187,137
113,125
57,128
34,185
194,121
78,54
169,97
168,92
117,131
80,102
126,65
131,181
31,137
108,129
88,155
173,107
183,161
26,50
189,159
122,151
142,47
181,68
123,114
138,52
106,66
154,178
182,167
142,96
38,85
149,94
183,85
169,118
141,174
169,65
47,41
86,53
129,76
27,169
11,78
107,124
27,162
84,48
164,53
186,58
146,51
183,64
195,115
134,104
8,108
16,106
163,41
74,119
53,44
172,87
25,43
162,127
184,155
147,107
42,35
178,158
172,160
141,63
179,139
97,98
134,175
196,109
45,150
13,114
165,114
47,101
80,36
114,63
173,70
101,61
189,77
127,148
195,170
73,136
123,55
77,47
23,148
108,59
31,151
61,27
166,108
73,149
26,123
30,112
178,59
148,100
179,89
89,169
137,157
174,147
165,163
75,66
192,182
68,147
118,91
159,160
126,138
123,42
173,141
148,63
139,180
68,106
143,118
190,188
181,174
53,145
192,72
42,182
154,171
191,86
117,38
17,152
167,157
69,174
185,102
155,31
185,148
188,124
34,106
161,104
38,146
89,162
49,48
188,171
151,185
116,161
31,100
186,143
145,156
115,50
72,36
116,168
189,166
182,79
157,165
68,30
194,91
180,132
143,57
90,177
39,71
132,53
159,70
77,113
47,68
179,98
113,141
155,94
59,141
150,191
154,100
194,176
84,197
134,139
15,133
129,173
31,143
95,57
141,139
53,97
62,192
124,36
150,72
83,71
190,111
76,73
187,82
42,106
16,146
24,90
161,98
67,100
89,43
32,118
37,132
34,124
61,134
100,54
118,32
28,175
136,163
31,81
73,103
73,60
60,149
111,28
166,142
176,170
33,67
152,136
103,102
69,194
140,109
47,123
105,96
142,162
159,182
162,147
17,140
134,151
50,117
46,75
69,69
66,187
146,42
160,176
12,100
130,116
39,57
98,92
24,117
115,74
102,49
30,94
68,46
86,65
22,28
143,129
41,120
63,50
162,65
62,104
158,57
150,130
25,107
77,91
17,94
111,34
50,85
170,168
75,162
149,167
163,133
59,77
110,47
117,44
157,132
61,70
133,122
57,155
159,110
42,175
35,173
130,41
109,77
52,54
139,134
65,94
49,128
96,44
28,30
157,121
147,31
40,168
164,86
139,42
75,41
46,188
48,170
54,111
126,30
83,165
45,94
93,70
105,73
128,47
79,184
69,167
111,94
162,92
45,54
168,76
98,76
162,75
154,62
55,31
152,87
27,56
42,48
84,179
144,36
50,139
62,160
50,176
53,73
52,152
39,153
45,134
158,51
12,157
3,88
81,78
63,128
64,88
171,113
147,151
93,50
37,29
148,139
108,83
87,60
126,24
71,86
154,41
61,167
189,118
145,186
66,75
69,124
125,185
9,143
112,134
194,81
59,116
191,106
56,38
172,183
121,79
151,118
144,89
60,97
193,101
187,130
136,58
82,43
