277,23
64,126
33,238
305,224
35,82
40,144
248,129
21,22
51,212
185,229
18,198
306,168
224,241
6,191
120,91
23,56
120,199
292,29
106,181
125,50
18,148
234,177
137,178
192,32
94,234
56,33
71,225
273,89
144,195
260,7
58,170
37,67
133,200
91,14
161,155
34,27
245,218
187,147
309,189
159,99
93,169
66,6
155,234
218,206
76,41
299,65
56,150
193,82
108,194
104,205
57,74
34,52
220,79
286,56
71,27
132,37
308,123
89,213
34,176
219,145
82,179
78,16
278,8
187,165
218,17
284,198
41,17
25,224
302,37
65,142
58,248
228,67
14,249
66,44
184,18
228,15
186,50
46,92
152,147
163,84
139,223
149,81
200,156
173,199
30,123
290,213
165,138
99,112
253,156
22,90
25,165
34,97
272,133
253,117
238,248
257,171
266,152
202,247
79,111
185,67
17,82
145,213
303,113
309,70
274,203
289,127
134,208
297,144
207,21
